Close,Volume USDT,RSI,MACD_Hist,ATR,KAMAO
-0.9214607169896705,-0.6636138883754423,-0.5228070007074479,-0.1115443535402627,-0.6906090118631306,-0.003881853346174613
-0.9205837103582032,-0.6634524507161731,-0.504402210469409,-0.11083714650967133,-0.6910510857395992,0.032580608553417274
-0.9206588004684791,-0.6638863415090124,-0.5059072624215579,-0.11013818400075634,-0.6917507797649333,0.029061722002901424
-0.9214830720606688,-0.664426666690765,-0.522457985002523,-0.10957442377516893,-0.6924939557445082,-0.0059280728193106
-0.9230181202692109,-0.6630134854913977,-0.5532761234919493,-0.10926385451078058,-0.6927325400891158,-0.07077222230618609
-0.9208101271029284,-0.6638754888824918,-0.5065820455966319,-0.10856682023879766,-0.6932888442640797,0.02231784987139047
-0.9227361024504646,-0.6634290724047259,-0.5453076723446811,-0.10819191060382467,-0.6935999186311534,-0.05930666310104102
-0.9218052143658221,-0.6648387733479701,-0.5255885118039646,-0.10764844404790312,-0.6944429100239331,-0.019951251982049247
-0.9218046411588734,-0.664878654497044,-0.5255763482638958,-0.10709747881150923,-0.695159197040626,-0.020086592193989367
-0.9223772749005962,-0.6646075371324494,-0.5371560123689073,-0.10663641437305181,-0.6958194561020039,-0.044546490617609194
-0.9225681528145038,-0.6639397968679608,-0.5410234795860855,-0.10619881035200361,-0.6965527360526935,-0.052715095367795776
-0.9218247034020769,-0.6640449885803245,-0.5251223437134578,-0.105625787203967,-0.6972416540279288,-0.02107545851957418
-0.9176741118867469,-0.6613575586762982,-0.4366651139632222,-0.10434215668512835,-0.6969538345374348,0.1554188272277478
-0.9171622380815833,-0.6633613798956104,-0.4257916534919504,-0.10297881504024119,-0.6975756856965248,0.17641765767568648
-0.9145249129107458,-0.6611208336352494,-0.3698378639018425,-0.10117696367896414,-0.6977633452629687,0.28782488418034086
-0.9156719000150374,-0.6643120301036889,-0.3933948994796897,-0.0995870210785179,-0.6982108141869999,0.23728590255975537
-0.9161877862688417,-0.6634686964882265,-0.40399820431814604,-0.09809804511941361,-0.6987161850482969,0.21397010665703867
-0.9154655455135157,-0.6637084137843896,-0.388608084268672,-0.09649826595455066,-0.6993581769837303,0.24392145849396837
-0.9164170690483103,-0.6632924547075563,-0.4082440203050059,-0.0950738411594591,-0.6998294096663511,0.20176799889632718
-0.9166194111011914,-0.6640237465634108,-0.4124255606100113,-0.0936944871922627,-0.7004488212110316,0.19207026300789024
-0.914353524033093,-0.6642266980403291,-0.363907439016867,-0.0919408770907891,-0.7008228151282695,0.2885225757135601
-0.9154397512008255,-0.6637676181142456,-0.3864522211656951,-0.09038889174340607,-0.701368059497122,0.24026479655270555
-0.9148126627989789,-0.663857230142159,-0.37299790167795543,-0.08874424543723382,-0.7019118112988109,0.2661524952983149
-0.9155572586253031,-0.6637608969007829,-0.38850632821420883,-0.08724152233516132,-0.7026690086507008,0.23277696335006143
-0.9064575983151436,-0.6613669654501462,-0.19468217175824848,-0.08420860807153137,-0.7015362853945818,0.6231304820366012
-0.9080476743907583,-0.6623163556421027,-0.22790160212634247,-0.08148817932760223,-0.7018150027698642,0.5513738397309005
-0.908048247597707,-0.6622699670436353,-0.22791358740034592,-0.07880495373201811,-0.7016759114882237,0.5479548156225701
-0.9090622506899068,-0.6638495434915715,-0.24914960901446612,-0.07633038236964919,-0.7022132793385165,0.5018373479179233
-0.9082666394451507,-0.6635236139065224,-0.23222886569698709,-0.0737538215463058,-0.702754385421029,0.5342509335545312
-0.9068811982502119,-0.6644419517005812,-0.20276335377465163,-0.07097748093438197,-0.7032683650176885,0.5922723436384207
-0.9063859474465596,-0.6639876868364479,-0.19222592630138952,-0.06815647829392467,-0.7037373334791778,0.6113876361664752
-0.9062684400220821,-0.6640092068181954,-0.18972035602095164,-0.06535604673254651,-0.7044704814267639,0.614523049551416
-0.9074624300961648,-0.6640963826982468,-0.21502609435721629,-0.06279852419417674,-0.7050085147960734,0.5600447919754469
-0.9074320501278851,-0.6635302195191853,-0.21437458071271911,-0.06027187566680048,-0.7055636933621039,0.5592059871305428
-0.9058127404978882,-0.6636132327454761,-0.17962285163235212,-0.05750631111228865,-0.7061868680157175,0.6281055104707759
-0.9068433665915995,-0.6636453070293955,-0.201595676480615,-0.05495614701705879,-0.7068620841315796,0.5807643715524974
-0.905582884511471,-0.6638395085311265,-0.17449078604519686,-0.052228963865158386,-0.7074932412649539,0.6340528885802481
-0.9088495909119496,-0.6622479509404589,-0.24414059439036848,-0.0500962587173702,-0.707558302784086,0.4869706911338646
-0.908048247597707,-0.6630020384157241,-0.22685571489913567,-0.04785691714038482,-0.7078275594442828,0.5197480257296397
-0.9114301685948686,-0.6624064203794782,-0.2987330320653269,-0.04622270009652248,-0.7079299000454592,0.3680865870799409
-0.9103410753923928,-0.6636860099902293,-0.27516422364463733,-0.044423890988596185,-0.708434855337555,0.4143401637077079
-0.9071884371746998,-0.6641041847923367,-0.20713368606968388,-0.042113883865843894,-0.7085347375908071,0.5508260113489515
-0.9078762855131055,-0.6635343982415582,-0.22180297570474064,-0.03995409181115936,-0.7088985959616729,0.5178148913697577
-0.9090450544814466,-0.663878026607955,-0.24673900949787536,-0.03802343015526208,-0.7094173317737734,0.46391312451467437
-0.906500588836294,-0.6638692317563987,-0.19177418353679296,-0.0356879613818747,-0.7097441948176351,0.5742011926659344
-0.905786946185198,-0.6645691016231786,-0.17638167168814312,-0.03326622782745421,-0.7104705308361124,0.6038808313264216
-0.9062713060568254,-0.6640744636829611,-0.1867851395941977,-0.030963335765809792,-0.7108640379476331,0.5797110664128603
-0.9069975592607922,-0.6645310960933866,-0.2024045102615716,-0.028818283915312735,-0.7115858694442454,0.5454467407539084
-0.9080316245961955,-0.6641566293355757,-0.22465583803297054,-0.026880483187268784,-0.7120024844342453,0.4969773626274864
-0.9074750406490355,-0.6641754822197103,-0.21252863236978006,-0.024876400710338822,-0.7122566917882629,0.5192919942077787
-0.9087934166309798,-0.6639122001256718,-0.24097434421354297,-0.023125521278101056,-0.7126184556059465,0.458043057501511
-0.9091356211793367,-0.6646324362174829,-0.24836275930226007,-0.021457620707525178,-0.7131459083651842,0.4408296443925515
-0.9086214545463784,-0.6646891285337687,-0.23707635999020324,-0.019726055213202854,-0.7137652633892279,0.46208791427830403
-0.9082700786868427,-0.6644330478178957,-0.2293497180998521,-0.017959852756222243,-0.714435109036256,0.47614846673190936
-0.9092691783983771,-0.6638127347254446,-0.25107406176358454,-0.016388913708928914,-0.714816556440027,0.4290601796207454
-0.906901833700364,-0.6641829244318729,-0.19890667446709565,-0.014438728651624206,-0.7152058512751207,0.5334734122479011
-0.9083365706928888,-0.6626453998074259,-0.23018388665108483,-0.012761625284537602,-0.7155950289661067,0.46646334211370516
-0.9096331648107835,-0.6635489844358938,-0.2584250599503539,-0.011329116851846044,-0.7162249301397144,0.40621088148303114
-0.9085641338515112,-0.664391348489961,-0.23477196863820662,-0.009735465293358097,-0.7167287611343163,0.4526669356955548
-0.9074750406490355,-0.664173471320944,-0.21067663342904716,-0.007980547397929156,-0.7173745553272894,0.5001474575973027
-0.9080476743907583,-0.664093259810014,-0.22322855372775272,-0.006349485162411444,-0.7179047769392658,0.4720603921538857
-0.9059273818876226,-0.6635611687199158,-0.1762527179770188,-0.004383376387956983,-0.7180677338398412,0.5656379886707714
-0.9063286267516926,-0.664414016328377,-0.18508846373454757,-0.002516528468544834,-0.7185947207651235,0.5450711608414827
-0.9060420232773568,-0.6644869857423641,-0.17872248991569903,-0.0006305921185816051,-0.719185101060054,0.5560556304790549
-0.9057554198030211,-0.6643122203451789,-0.17234272631966394,0.0012738484766578067,-0.7197737242707731,0.5670434009787966
-0.9047236472954124,-0.6641110843831215,-0.14935037860401124,0.0033225951834881303,-0.7202824852662382,0.6119626429921966
-0.9064713552819117,-0.6640520875408622,-0.1881789280280732,0.005041249900655763,-0.7207636953052535,0.5296368125742776
-0.9046090059056782,-0.6644071676951264,-0.14660261832031293,0.007048207999732392,-0.7213086953225183,0.6129123484177217
-0.8985656850458349,-0.6616246282873187,-0.012804704531423898,0.010046769103924085,-0.720909020897296,0.8855053873338287
-0.898704974334362,-0.6608823546094427,-0.015918500441209276,0.012968982349441445,-0.7212327964456829,0.8757416577961917
